Account Code,Territory
91768456,Silverymoon
68925132,Starmantle
69068652,Surthay
72522978,Suzail
68412941,Telos City
67117716,Thindar
94935571,Toreus
88446526,Trademeet
81102948,Velprintalar
54862026,Waterdeep
62813046,Yuthgalaunt
88998012,Zabbasz
92865337,Zazesspur
97036705,Whalebone Isles
29168212,Regent's Field
38602218,Shamph
83348448,Zalazuu
26126103,Keltar
85166109,Grondsgrunn
77050010,Mereu
70865294,Friendly Arm Inn
88791370,Citadel Adbarr
70442498,Zazesspur
98281610,Nykkar
62956696,Grondsgrunn
59444204,Nexal
60140698,Sambar
82998540,Wyrmspine
64873373,Sunderstaad
15116739,Mount Talath
98209141,Mithral Hall
66504718,Mithral Hall
68441988,Waymoot
66847668,Nykkar
94558948,Lushpool
14609413,Lushpool
55833642,Lushpool
10201242,Lushpool
69596833,Maralith
93503508,Riatavin
27078561,Grondsgrunn
56592403,Bloodstone (Damara)
44514776,Maur-Eturo
51977779,Priapurl
42825044,Tilbrand
96894878,Krenalir
91349711,Beregost
62777758,Targos
17961790,Conyberry
96778549,Sambar
16203642,Mulsantir
85936005,Lyrabar
83297751,Lyrabar
82890901,Lyrabar
17682268,Port Castigliar
55056226,Heliogabalus
98338914,Cedarspoke
59209096,High Hold
55320070,Mussum
22671817,Highrock
84206994,Rogarsheim
97898034,Kork
54930763,Waymoot
93402454,Manshaka
92613900,Athkatla
28287278,Zabbasz
24257214,Nethyr
35302503,Emmesh
79504345,Dilpur
35221736,Keltar
54001364,Malaxer
64326493,Malaxer
31566926,Malaxer
80009373,Malaxer
11897328,Malaxer
84417832,The Smoking Keep
11732811,Priapurl
30104378,Halagard
90634212,Maralith
29314187,Maralith
25147405,Maralith
95371719,Maralith
85702920,Maralith
68854642,Singing Sands
36997577,Thindar
76213772,The Nath
62785414,Elturel
70585311,Korinn
71207248,Iljak
42572808,Eltabbar
40734759,Hlath
21709286,Saerloon
71486950,Crimmor
17138630,Fireshear
44726197,Gnarhelm
52428541,Fort Morninglord
62988977,Lushpool
64589152,Eveningstar
84444454,Baldur's Gate
76642140,Shimmerglade
29142736,Farview
57024307,Urmlaspyr
63824710,Memnon
37872888,Crimmor
98431691,Mithral Hall
98645331,Ironfang Keep
75634442,Priapurl
52823334,Caer Westphal
58865243,Ravenstone
82059518,Elturel
75744304,Khaerbaal
28561500,Cedarspoke
76313911,High Hold
72640871,Iljak
42117315,Nethyr
78285111,Assur
33501391,Mintarn
39933588,Dwarven Valley
90712984,Marsember
44203190,Marsember
39659164,Marsember
45614752,Marsember
58154183,Marsember
61800142,Caer Callidyrr
47216940,Koko Nur
12069630,Erebos
51609454,The Smoking Keep
85434646,Cedarspoke
93997804,Fireshear
91562018,Telos City
78580059,Gracklstugh
60521513,Berdusk
39435091,Kai Shan
22067706,Emelone
23979497,Phant
74075773,Menzoberranzan
16215745,Gnarhelm
68654064,Yhaunn
70431003,Eltabbar
44761104,Valls
91494783,Velprintalar
31768237,Citadel Felbarr
87823126,Memnonnar
41570483,Rivermoot
80571767,Tilbrand
99079015,Maur-Eturo
45669474,Neverwinter
44210045,Easting
81158386,Singing Sands
27632209,Toreus
16298521,Goldenfields
34948885,Marsember
18321329,Iriaesbor
64927919,Conyberry
89041388,Kai Shan
96242386,Blingdenstone
69177015,Shimmerglade
50756752,Mereu
56104983,Mereu
92604681,Mereu
31940319,Nethyr
12063030,Messemprar
63550902,Messemprar
40225880,Messemprar
79617698,Messemprar
46993211,Messemprar
99284345,Nyth
95765754,Telos City
41081195,Scornubel
25346184,Emelone
19887336,Bloodstone (Vaasa)
96167020,Duskan
92931537,Tilbrand
58375136,Proskur
39553375,New Sarshel
11340243,Luskan
24317089,Emelone
60347021,Alaghon
60186672,Darromar
20532241,Mintarn
73513532,Helm's Hold
70553098,Mithral Hall
63628490,Helm's Hold
76669105,Pengram
44343363,Kai Shan
21652469,Secomber
98088436,Theshburl
38894870,Erebos
14426731,Mirabar
20665448,Mirabar
51170757,Darromar
20000800,Lhuvenhead
86566972,Scornubel
11512638,Nexal
91171424,Khaerbaal
33057327,Lundeth
54869887,Mithral Hall
50912713,Mithral Hall
77617294,Mithral Hall
51433501,Mithral Hall
91027631,Mithral Hall
63660408,Amphail
94980649,Krenalir
57741122,Shamph
58214839,Purple Rock Isles
37302748,Mussum
51734523,Velen
76456506,Athkatla
96928354,Mount Talath
41851160,Morningstar Hollows
66540588,Morningstar Hollows
24281476,Morningstar Hollows
17400067,Malaxer
99252807,Pengram
37047328,Athkatla
52158156,Mount Talath
75298501,Mount Talath
32709704,Mount Talath
89219703,Mount Talath
99201057,Gauntlgrym
91338306,Mucklestones
10968367,Mulsantir
39803592,Mulsantir
34898152,Mulsantir
92835398,Mulsantir
21227701,Murann
55325300,Murann
99614030,Murann
91890677,Murann
97514026,Mussum
49357368,Mussum
45148566,Mussum
87908201,Mussum
20781296,Myratma
47337279,Hundlestone
21610506,Olafstaad
92585372,Farview
54540371,Myth Drannor
13012885,Myth Drannor
34378378,Palost Port
65967680,Beluir
42205796,Fireshear
86635014,Farview
69497047,Phannaskul
52008539,Nashkel
61103709,Triel
13582713,Gnarhelm
85756214,Starmantle
34254819,New Sarshel
28599356,Memnonnar
67881701,Telos City
47159877,Malaxer
20829216,Whalebone Isles
31065742,Saerloon
92325628,Iljak
16565205,Mussum
11335962,Neverwinter
62788209,New Alaron
64736506,New Sarshel
37629962,Nexal
43359567,Nexal
46841356,Nexal
67731168,Nexal
69712202,Nexal
26209652,Candlekeep
18380897,Myratma
51665832,Ruathym
45152317,Ordulin
56109338,Gundbarg
73704413,Rauvincross
29073497,Port Castigliar
56561320,Nyth
31305321,Jalanthar
37742414,Urmlaspyr
49737116,Ironmaster
86505352,Alaghon
89920166,Arkanax
92950105,Arrabar
72059580,Athkatla
52288896,Beluir
60337067,Calimport
16614161,Candlekeep
63659017,Cedarspoke
74029186,Cimbar
21845471,Citadel Adbarr
82876917,Citadel Felbarr
39541093,Crimmor
59442995,Daerlun
46742943,Darromar
11452842,Dilpur
69815204,Elturel
86001173,Erebos
73921265,Eshpurta
20752341,Furthinghome
92016893,Gauntlgrym
17582203,Gracklstugh
96063669,Halagard
45128512,Hammerstaad
65014092,Heliogabalus
78533451,Heptios
73955185,Hlath
40034784,Iljak
23962110,Ilmwatch
81376574,Krenalir
57415224,Lundeth
77534387,Lyrabar
80809624,Malaxer
12262471,Maralith
44537832,Marsember
50216911,Memnon
29308801,Messemprar
12530510,Mirabar
43620031,Mithral Hall
29679034,Mount Talath
75436691,Murann
38853086,Myratma
61907643,Nexal
19398312,Norheim
75794294,Nyth
69902150,Ordulin
61050702,Palischuk
33812899,Phannaskul
54631907,Port Kir
98907573,Port Nyanzaru
45081266,Priapurl
21292198,Rauvincross
92405510,Riatavin
82172490,Scornubel
89220694,Secomber
58487998,Shoun
83984437,Silverymoon
43803872,Starmantle
62772606,Suzail
51276148,The Smoking Keep
43262228,Thindar
23269965,Thornhold
69745513,Trademeet
54092893,Velen
94099906,Waterdeep
84608231,Yuthgalaunt
60028421,Zabbasz
25305092,Zalazuu
20401418,Nyth
56874571,Nyth
61030714,Auckney
15355868,Ruathym
24542621,Dashadjen
36345093,Hlath
22686965,Myratma
21148164,Phent
88452816,New Alaron
77161339,Olafstaad
38299014,Ironmaster
87865716,Citadel Adbarr
51050898,Arn Rock
75540760,Shimmerglade
98827021,Highrock
27206804,Paletorch
45637586,Phent
78253301,Aerilpar
11213642,Alaghon
70256643,Arkanax
82758806,Athkatla
68233667,Baldur's Gate
27836236,Berdusk
52937799,Calimport
87750439,Cedarspoke
87249644,Citadel Adbarr
46871703,Citadel Felbarr
36343171,Crimmor
89819790,Darromar
33604456,Easting
18153606,Erebos
71545513,Eshpurta
89290196,Gnarhelm
98825407,Heptios
29340783,Hlath
13583164,Iljak
34552126,Iriaesbor
16806730,Krenalir
86532562,Lushpool
59402022,Luskan
77069116,Malaxer
31750380,Marsember
90670255,Messemprar
81660042,Murann
40654863,New Sarshel
23780603,Ordulin
94021477,Paletorch
46019118,Phannaskul
50624535,Phent
21648399,Port Castigliar
24854529,Port Nyanzaru
12834347,Riatavin
47940242,Shoun
89087598,Starmantle
67442227,Suzail
35150028,Telos City
92320607,Theshburl
47647475,Thindar
39787882,Thornhold
14361764,Trademeet
65973789,Triel
10130735,Tyraturos
97438463,Waterdeep
15590260,Yuthgalaunt
46746006,Zabbasz
87080239,Ordulin
84555341,Ordulin
99067970,Ordulin
67743781,Ordulin
35519964,Ordulin
49584577,Sundabar
55923821,Silverymoon
23839179,Ruathym
59192068,Hundlestone
41192077,Secomber
77733586,Phandalin
23573405,Caer Moray
24243112,Port Kir
29033041,Heptios
92265825,Beluir
94375321,Paletorch
76854841,Duskan
15711554,Caer Moray
14248281,Darromar
96480850,Lyrabar
10549906,Yuthgalaunt
67189904,Mereu
11423692,Neverwinter
25324222,Tyraturos
10866334,Sunderstaad
74503087,Luskan
78807946,Sambar
19036607,Holondeth
73225876,Old Vaelan
95674440,Emelone
43216848,Secomber
92667443,Halagard
96564594,Hlath
16950748,Phannaskul
24122829,Phannaskul
51079703,Phannaskul
64269844,Phannaskul
22469627,Ilmwatch
23778257,Silverymoon
85174563,Ravenstone
70313628,Paletorch
66848164,Waymoot
66305886,Krenalir
26586210,Scornubel
27886039,Holondeth
67640938,Praka
79323570,Old Vaelan
36946161,Hilltop
19562419,Maur-Eturo
23489701,Memnonnar
74567347,Regent's Field
66502502,Port Castigliar
86783152,Port Kir
66226333,Port Nyanzaru
50724265,Port Nyanzaru
62759413,Praka
39108529,Telos City
45529499,Cathyr
58315556,Priapurl
87455415,Elturel
15945022,Velprintalar
50512088,Holondeth
55759261,Wyrmspine
46668002,Proskur
73703300,Proskur
65906409,Baldur's Gate
53354871,Praka
66720532,Caer Moray
52747370,Phandalin
90177038,Auckney
72504776,Messemprar
79678442,Alaghon
23772249,Whalebone Isles
56644681,Tharsult
67074271,Hlath
58392350,Kuo Te' Lung
29220478,Sunderstaad
35940820,Auckney
28015304,Dusk Hold
77582068,Triel
48657935,Eshpurta
85439904,Highrock
80656014,Easting
39035351,Conyberry
10310816,Telos City
94131726,Heptios
94647747,Saerloon
55061678,Rauvincross
19138585,Proskur
37474413,Ironmaster
34744586,Shimmerglade
59003683,Ruathym
81412523,New Sarshel
84394384,Koko Nur
49918585,Ilmwatch
47414330,Lyrabar
10872554,Regent's Field
89837794,Pengram
92840622,Wai
61901689,Holondeth
20426592,Riatavin
58033435,Citadel of Conjurers
66442261,Krenalir
54697625,Farview
85272826,Sambar
24567227,Krenalir
16757084,Caer Westphal
36645373,Sambar
71595383,Messemprar
69419230,Elturel
90334394,Mirabar
72945524,Rauvincross
71449726,Beregost
66952384,Harrowdale
23078196,Targos
70016137,Mintarn
70743902,Telflamm
56494517,Nethyr
29630098,Menzoberranzan
35690336,Adama's Tooth
78419737,Eversult
15010302,Luskan
60662089,Citadel of Conjurers
13888044,Zazesspur
22712899,Horsa
92406912,Crimmor
82842091,Lundeth
47483539,Lushpool
96476688,Amphail
13127371,Dwarven Valley
53179844,Riatavin
79466312,Riatavin
66220097,Riatavin
76330674,Daggerford
88093375,Pengram
31240707,Candlekeep
87206966,Gundbarg
39391383,Sambar
90735549,Old Vaelan
99526823,Ravenstone
82892772,Trademeet
41359813,Citadel Felbarr
61269880,Dashadjen
48929767,Assur
93793959,Mithral Hall
63665893,Arabel
44734297,Highrock
98243903,Sundabar
48380123,Farview
23637054,Blingdenstone
51383619,Leilon
79404522,Lhuvenhead
39493895,Hundlestone
60149289,Rogarsheim
63393935,Manshaka
26044332,Bloodstone (Vaasa)
19714339,Azureleaf
45381215,Amphail
29475809,Tharsult
16737209,Luskan
76805483,Bryn Shander
77703278,Tilbrand
67981528,Arkanax
16810565,Eshpurta
25870275,Triel
52626323,High Hold
73194026,Berdusk
36811564,Tilverton
89242754,Purple Rock Isles
15760118,Auckney
21355504,High Hold
75994962,Velprintalar
50319468,Yhaunn
24938874,Vaelan
85047873,Friendly Arm Inn
58849337,Thornhold
43145484,Uluvin
24913334,Palischuk
90856790,Dwarven Valley
40103467,Bryn Shander
25604020,Aerilpar
42302364,Iriaesbor
93697328,Nykkar
33581385,Saerloon
48148860,Saerloon
27537937,Saerloon
51754661,Dilpur
92182732,Halagard
42791543,Mulsantir
73386077,Memnonnar
70954864,Arkanax
67855107,Ironmaster
67138544,Auckney
93771473,Mirabar
46485579,Citadel Felbarr
97059008,High Hold
20903781,Phandalin
63726302,Baldur's Gate
53286151,Scornubel
66609755,Scornubel
45622418,The Nath
52731693,Surthay
64442886,Trademeet
42004193,Secomber
32662849,Secomber
16805457,Secomber
39912562,Secomber
38304203,Saerloon
36155494,Duskan
90377970,Lyrabar
62284281,Mussum
82858705,Caer Westphal
78319436,Crimmor
22516751,Velprintalar
71524642,Baldur's Gate
91919249,Halagard
76100301,Arrabar
64187894,Shamph
73170005,Shamph
75644293,Shamph
62373322,Shamph
28330078,Sundrah
33956452,Myth Drannor
36689766,Pengram
11459283,Ruathym
18301471,Assur
67254143,Shoun
67888314,Telos City
34560990,Gracklstugh
68512935,Murann
39082250,Huzuz
95000444,Beluir
23740829,Thornhold
38466621,Silverymoon
73721386,Silverymoon
80308431,Silverymoon
39580605,Emelone
17959255,Regent's Field
79589518,Tyraturos
37863283,Citadel Felbarr
86265850,Halagard
11282169,Rivermoot
87195169,Singing Sands
10520476,Skuld
84476481,Olafstaad
59686224,Fort Morninglord
62260398,Waterdeep
99584661,Telos City
29831730,Mucklestones
47236718,Ironfang Keep
41946162,Azureleaf
92316413,Purple Rock Isles
71884644,Aerilpar
49526408,Halagard
18491199,Sundabar
41461458,Arn Rock
40721590,Ogden
95158794,Bloodstone (Damara)
55789465,Starmantle
17446355,Starmantle
37147997,Starmantle
34669261,Starmantle
16103072,Ilmwatch
35460856,Port Nowhere
12013943,Iriaesbor
56650803,Arn Rock
59887390,Ruathym
22395255,Berdusk
98168829,Messemprar
77345078,Arrabar
24257445,Wyrmspine
18139567,Uluvin
77279593,Dwarven Valley
78817289,Manshaka
31265908,Nashkel
60732610,Surthay
46739139,Old Vaelan
73231965,Theshburl
24447241,Sundabar
20179121,Sundrah
26040714,Sundrah
18429255,Starmantle
83157748,Citadel Adbarr
91972779,Suzail
14660196,Suzail
75773378,Suzail
65424642,Suzail
32652492,Suzail
19390692,Dwarven Valley
60550573,Suzail
28746315,Darromar
10831906,Ravenstone
17291626,Starmantle
47988919,Regent's Field
77045173,Eversult
36371599,Pengram
45681558,Eltabbar
90228452,Pengram
67834407,Grondsgrunn
51621131,Mirabar
35796429,Sundrah
73607940,Bryn Shander
36566485,Uluvin
77625219,Mussum
60665504,Telflamm
53733219,Telos City
56904904,Telos City
95792482,Telos City
70982965,Mintarn
95606342,Daerlun
53751827,Rivermoot
68080103,Rogarsheim
73644349,Sambar
13462214,Gauntlgrym
89440005,Regent's Field
88261510,Cedarspoke
74565968,Maur-Eturo
12007967,Ilmwatch
74380412,Messemprar
40158363,Krenalir
81421456,New Alaron
29335695,Memnonnar
45725529,Hundlestone
41091227,Jalanthar
50177007,Gauntlgrym
55331608,Tharsult
75608535,Koko Nur
75422437,Tyraturos
42630150,Rivermoot
40538952,Conyberry
90328840,Port Castigliar
69365126,Dwarven Valley
13432626,Caer Moray
82682815,Waterdeep
90154786,Phandalin
54608812,Rauvincross
55747065,Darromar
92762218,Eshpurta
99568363,Caer Moray
12542396,Wai
25251669,Dusk Hold
40823651,Mereu
32837595,New Alaron
66625592,Caer Callidyrr
48981273,Starmantle
14642319,Baldur's Gate
23672489,Huzuz
50577149,Murann
69191682,Zalazuu
42942567,Bezentil
98587524,Rogarsheim
39906353,Messemprar
48370261,Trademeet
58067209,Singing Sands
62173638,Nykkar
30063465,Palost Port
13552953,Amphail
66410205,Wai
48335956,Norheim
37191514,Berranzo
94055916,Phandalin
21215332,Shimmerglade
91287985,Crimmor
28389510,Waymoot
81668177,Zabbasz
68549986,Mussum
98759337,Toreus
27310072,Candlekeep
40871812,Caer Callidyrr
89058940,Candlekeep
76466738,Menzoberranzan
16572900,Bryn Shander
16229416,Red Larch
27670438,Emmesh
12650929,Koko Nur
13792574,Maralith
54506209,Old Vaelan
68752060,High Hold
13726009,Ordulin
54308640,Candlekeep
91764044,Nyth
64826063,Iriaesbor
42040363,Norheim
32958473,Palost Port
77733198,Sundabar
59652633,Norheim
45451572,Trademeet
65286622,Aerilpar
60633781,Tilbrand
20307162,Emmesh
66638831,Alaghon
39239731,Morningstar Hollows
60339419,Ironmaster
86921568,Tyraturos
49758418,Bryn Shander
23724399,Surthay
21538071,Arn Rock
72718874,Shimmerglade
83628685,Nashkel
34798462,Wai
76884062,Horsa
59963308,Ilmwatch
20781672,Manshaka
74467905,Wai
47812693,The Nath
95742725,Lundeth
52397362,Khaerbaal
72239141,Memnon
36537995,Iriaesbor
67356311,Targos
41329732,Heliogabalus
18696071,Amruthar
59750823,Heliogabalus
83404306,Fort Belurian
59659575,Eshpurta
92568739,Friendly Arm Inn
87353096,Furthinghome
57623083,Whalebone Isles
67809804,Nexal
30213008,Mintarn
36792001,Velen
92087084,Krenalir
24260084,Cedarspoke
12996015,Huzuz
61166837,Tharsult
50458658,Berdusk
93045441,Citadel Adbarr
95219503,Mucklestones
40080783,Proskur
91939521,Port Castigliar
69496224,Urmlaspyr
78017910,Caer Westphal
38701468,Ogden
24376589,Erebos
29782381,The Smoking Keep
34193931,Athkatla
87537290,Wyrmspine
39595888,Whalebone Isles
57388019,Telflamm
33754690,Port Kir
98038203,Hundlestone
46925218,Athkatla
60494454,Tilbrand
26222975,Marsember
15920424,Phant
50193003,Easting
73621788,Highrock
30215393,Velprintalar
74513608,Goldenfields
20961099,Ordulin
86865729,Secomber
48162508,Caer Westphal
70721875,Urmlaspyr
61899075,Baldur's Gate
71126168,Ironspur
53013240,Nyth
50718632,Gracklstugh
97922903,Azureleaf
88934690,Fort Calim
27161395,The Nath
96544811,The Nath
69326408,The Nath
43417107,The Nath
16427825,Dwarven Valley
51710594,Nykkar
88769894,Phandalin
96736751,Olafstaad
11010078,Daerlun
46107791,Skuld
21013490,Sunderstaad
94882290,Arrabar
30822753,Amruthar
65326182,Paletorch
56545650,Erebos
70363296,Iriaesbor
94831918,Waymoot
82979947,Riatavin
10450826,The Smoking Keep
76826100,Duskan
36862530,Phent
10493373,Valls
52152029,Hammerstaad
38333408,Citadel of Conjurers
28191265,Nethyr
94277447,Phannaskul
89534868,Citadel of Conjurers
63299358,Adama's Tooth
22059880,Shoun
12073635,Trademeet
61321138,Gracklstugh
49542697,Nashkel
82765101,Harrowdale
31869952,Holondeth
15487167,Norheim
42713675,Wyrmspine
76298780,Blackstone
75420182,Citadel of Conjurers
52647861,Daggerford
63233092,Phannaskul
63032941,Rivermoot
23814627,Eveningstar
32188930,Mirabar
42802390,Vaelan
66731892,Palischuk
64150574,Myth Drannor
90609783,Triel
66655116,Fort Belurian
29333907,Vaelan
79403804,Keltar
97397838,Leilon
13554055,The Smoking Keep
77177641,The Smoking Keep
91968351,The Smoking Keep
17366260,The Smoking Keep
77646913,New Sarshel
34060552,Fort Morninglord
13441175,Daerlun
76735654,Oman
25364095,Palischuk
60251248,Bryn Shander
96764003,Farview
63579248,Trademeet
45369172,Ruathym
52568373,Ilmwatch
27948058,Caer Westphal
35173292,Berdusk
36463357,Mithral Hall
46602150,Bryn Shander
15768037,Calimport
59847497,Heliogabalus
34109644,Silverymoon
74377464,Starmantle
25318231,Gnarhelm
89043407,Mereu
28116994,Paletorch
66732453,Proskur
36249811,Maralith
27350104,Phent
16414058,Mucklestones
51429711,Fort Morninglord
13124296,Kai Shan
31110850,Velen
31108510,Ordulin
54620426,Friendly Arm Inn
78917216,Hlath
85171415,Azureleaf
80898741,Murann
40297223,Citadel of Conjurers
10766381,Khaerbaal
92577386,Urmlaspyr
70828033,Thindar
10498320,Thindar
14168186,Thindar
23166983,Thindar
19866196,Thindar
68050864,Aerilpar
76296373,Leilon
65809498,Gracklstugh
43265602,Dusk Hold
25061914,Berdusk
88900781,Telos City
32382397,Auckney
70688644,Urmlaspyr
49111117,Tharsult
81065438,Thornhold
67110086,Thornhold
85200335,Thornhold
62954026,Alaghon
36223107,Arkanax
20798002,Arrabar
63217100,Athkatla
19983713,Baldur's Gate
31192986,Bezentil
19689514,Calimport
95865542,Cathyr
59803469,Cimbar
97590570,Citadel Adbarr
90094213,Citadel Felbarr
27945656,Crimmor
70744005,Daerlun
59609067,Darromar
14793844,Dilpur
24607331,Eltabbar
24067257,Elturel
59882574,Erebos
28053401,Eshpurta
67096685,Everlund
43068029,Eversult
15837875,Farview
64508526,Gauntlgrym
87277243,Goldenfields
33049261,Gracklstugh
59242107,Halagard
29123674,Harrowdale
59835961,Heliogabalus
44418554,Heptios
29189043,Hlath
59274519,Holondeth
72435637,Huzuz
97931511,Iljak
54465451,Iriaesbor
40764619,Khaerbaal
68527159,Krenalir
78516798,Lundeth
51510678,Lushpool
13929562,Lyrabar
71804169,Malaxer
75780499,Maralith
89270608,Marsember
22748007,Memnon
21225727,Messemprar
95056232,Mithral Hall
69739965,Mount Talath
22531475,Murann
52828088,Mussum
31957643,Myratma
27716689,Myth Drannor
44314221,Ordulin
40665930,Phannaskul
19969339,Port Castigliar
84995982,Port Kir
15415032,Ravenstone
68917484,Riatavin
60224973,Scornubel
87288035,Secomber
55476739,Shamph
49329968,Shimmerglade
67218801,Shoun
36780120,Silverymoon
53923453,Starmantle
63972934,Sundabar
56424120,Suzail
75500972,Telflamm
81944870,Telos City
21689519,The Nath
75594571,Theshburl
42958828,Thindar
67482609,Thunderstone
42152440,Tilverton
99270071,Toreus
26177045,Trademeet
87760673,Triel
72200852,Vaelan
40598019,Velen
60330754,Waterdeep
48624718,Yhaunn
24270717,Yuthgalaunt
82069911,Zabbasz
29592742,Zalazuu
68381076,Zazesspur
54576389,Thunderstone
68503177,Thunderstone
21861441,Thunderstone
61755134,Thunderstone
25157409,Highrock
30423699,Velen
75879796,Tilverton
40174966,Dusk Hold
67774648,Thornhold
50308886,Heptios
94966265,Berranzo
26738235,Amruthar
46349837,Blingdenstone
80395059,Gnarhelm
18078070,Suzail
57627176,Palischuk
38546229,Darromar
88311168,Candlekeep
50471197,Lhuvenhead
59029049,Eshpurta
27439229,Toreus
72871417,Toreus
58930870,Toreus
18644017,Starmantle
41854659,Trademeet
62395734,Trademeet
65282675,Trademeet
99122576,Trademeet
17786460,Trademeet
17217011,Triel
27067429,Triel
83902355,Triel
47316819,Triel
27250879,Zabbasz
83562379,Triel
13302553,Mussum
87345347,Shoun
29085279,Assur
47232915,Manshaka
63094937,Port Kir
18518260,Iljak
28004388,Thunderstone
77566197,Koko Nur
28174792,Cathyr
91866454,Tyraturos
26771241,Norheim
46881518,Telflamm
36310160,Huzuz
86374607,Tyraturos
80846081,Ordulin
34396757,Rogarsheim
29778315,Vaelan
87416213,Memnon
97736522,Urmlaspyr
51901429,Urmlaspyr
43768190,Emmesh
81234333,Wyrmspine
45043353,Waymoot
21379669,Crimmor
88734027,Vaelan
99244581,Kuo Te' Lung
54285372,Erebos
97278153,Blackstone
46531082,Baldur's Gate
31126450,Valls
44542263,Uluvin
34646750,Caer Callidyrr
22396537,Gauntlgrym
33682800,Waterdeep
30834885,Wai
90359782,Shimmerglade
47710624,Velen
77893627,Velen
74419803,Velen
84968306,Berranzo
90661244,Vaelan
98440935,Mucklestones
18070216,Alaghon
99906304,Blingdenstone
27912266,Holondeth
33654431,Lushpool
39206893,Athkatla
57151562,Starmantle
37865093,Nethyr
29506844,High Hold
10954968,Phandalin
47721749,Athkatla
46340061,Fort Calim
10811274,Oman
34360585,Memnon
14669698,Port Kir
38776117,Elturel
29479060,Sundrah
88469414,Leilon
49280462,Port Nowhere
47670495,Waterdeep
62867330,Waterdeep
22142346,Waterdeep
39219854,Waterdeep
29391096,Waterdeep
31354706,Fireshear
65504740,Secomber
33906587,Heptios
88310868,Horsa
58206717,Scornubel
70422718,Scornubel
56903616,Silverymoon
30117060,Phant
18381264,Silverymoon
16521133,Elturel
58265474,Koko Nur
25330668,Eveningstar
97616109,Oman
39368899,Calimport
48491490,Rogarsheim
38077688,Dilpur
64830046,Athkatla
90142864,Port Nowhere
48826191,Malaxer
82097508,Memnon
54240084,Farview
61627312,Thornhold
46134828,Helm's Hold
28578952,Darromar
43840759,Fort Morninglord
57763753,Phandalin
82513827,Daerlun
99632863,Nethyr
55633517,Cathyr
19707572,Lundeth
10761407,Urmlaspyr
26613488,Myth Drannor
83154903,Saerloon
94202538,Ironfang Keep
15482369,Zazesspur
61860933,Korinn
69859589,Wyrmspine
13175618,Thindar
82655896,Emmesh
82997421,Urmlaspyr
70161569,Sambar
37570602,Citadel of Conjurers
70066749,Alaghon
48673799,Yuthgalaunt
16712143,Yuthgalaunt
61440185,Yuthgalaunt
37438199,Yuthgalaunt
80208888,Yuthgalaunt
68762729,Zabbasz
66884950,Zabbasz
80777266,Zabbasz
16705729,Zabbasz
37464868,Emmesh
49750270,Zalazuu
16904081,Zalazuu
45893211,Zalazuu
27605453,Zalazuu
68577880,Daggerford
72930877,Hundlestone
55173317,Zazesspur
23987716,Zazesspur
55647819,Mucklestones
22821544,Uluvin
92186268,Ilmwatch
78546038,Eltabbar
17486865,Hammerstaad
49605744,Old Vaelan
67703568,Auckney
83135666,Lyrabar
27787887,Shoun
29189738,Everlund
10858604,Skuld
95948867,Ravenstone
51994778,Berdusk
21796691,Shamph
39327298,Shamph
56834629,The Smoking Keep
56027482,Luskan
58563461,Uluvin
94716356,Lushpool
84383524,Nashkel
80977033,Eltabbar
72763622,Targos
80116719,Everlund
52671095,Menzoberranzan
75886114,Azureleaf
40516158,Caer Westphal
59759510,Iriaesbor
81767576,Ironspur
15019018,Waterdeep
16129158,Easting
